Date,Close,High,Low,Open,Volume,ticker,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
,WMT,WMT,WMT,WMT,WMT,,TGT,TGT,TGT,TGT,TGT,COST,COST,COST,COST,COST,AMZN,AMZN,AMZN,AMZN,AMZN
2024-12-04,93.53795623779297,93.60727999218881,92.15148114987642,92.54761257172541,17312600.0,WMT,,,,,,,,,,,,,,,
2024-12-05,94.37975311279297,94.67685167513234,93.42901655728414,93.97370858848998,21932300.0,WMT,,,,,,,,,,,,,,,
2024-12-06,94.77588653564453,95.25125482346246,94.4094642120966,94.61743547685363,18803500.0,WMT,,,,,,,,,,,,,,,
2024-12-09,92.92394256591797,95.01356818356842,92.69616021152616,94.73627318220247,20931100.0,WMT,,,,,,,,,,,,,,,
2024-12-10,93.63699340820312,94.3203253762483,92.8645190285988,93.14182159230724,13164500.0,WMT,,,,,,,,,,,,,,,
2024-12-11,94.04302978515625,94.76598395639945,93.58747262404334,93.62708727575607,19682100.0,WMT,,,,,,,,,,,,,,,
2024-12-12,93.18142700195312,94.79569192821772,93.18142700195312,94.7560772769764,14298600.0,WMT,,,,,,,,,,,,,,,
2024-12-13,93.54669952392578,93.97349113499713,92.3457295421816,93.10006048621867,11495900.0,WMT,,,,,,,,,,,,,,,
2024-12-16,94.16207122802734,94.99579941090747,93.39781282125752,93.71542463937324,16742000.0,WMT,,,,,,,,,,,,,,,
2024-12-17,94.70796966552734,94.77744701934442,93.61617943163178,94.43006025025905,23560800.0,WMT,,,,,,,,,,,,,,,
2024-12-18,92.85192108154297,95.18438356943958,92.43504941966108,94.62855721108474,24665600.0,WMT,,,,,,,,,,,,,,,
2024-12-19,92.70304107666016,93.86430859853812,92.66333865209212,93.77498382260744,16606500.0,WMT,,,,,,,,,,,,,,,
2024-12-20,91.55168914794922,93.0504234214808,90.94624045375642,92.31594753289684,49350600.0,WMT,,,,,,,,,,,,,,,
2024-12-23,89.67578887939453,90.81720886597303,88.24653959405698,90.81720886597303,26205400.0,WMT,,,,,,,,,,,,,,,
2024-12-24,91.98841094970703,91.98841094970703,89.67579587371573,89.6956508718796,8992400.0,WMT,,,,,,,,,,,,,,,
2024-12-26,92.09758758544922,92.1869123567551,91.48221139520066,91.8494531240936,10994000.0,WMT,,,,,,,,,,,,,,,
2024-12-27,90.97602081298828,91.66086676400782,90.35071713590881,91.44250723058087,11384400.0,WMT,,,,,,,,,,,,,,,
2024-12-30,89.89414978027344,90.39041868875954,89.45743071761764,90.05295946577104,9790200.0,WMT,,,,,,,,,,,,,,,
2024-12-31,89.67578887939453,90.26139012014522,89.387952008173,89.89414840738759,11267700.0,WMT,,,,,,,,,,,,,,,
2025-01-02,89.32839965820312,89.9239208080987,88.85197819480932,89.30855223460692,14820400.0,WMT,,,,,,,,,,,,,,,
2025-01-03,90.10258483886719,90.61870876160368,89.46736122047061,89.47728871926323,10834600.0,WMT,,,,,,,,,,,,,,,
2025-01-06,90.74773406982422,91.77997432137879,89.99340319898383,90.15221288651345,14519900.0,WMT,,,,,,,,,,,,,,,
2025-01-07,90.13236236572266,91.2539350153307,89.77504812349781,91.01572047220543,11238000.0,WMT,,,,,,,,,,,,,,,
2025-01-08,91.11497497558594,91.16459732314681,90.14228457934868,90.43012145606724,13453600.0,WMT,,,,,,,,,,,,,,,
2025-01-10,92.30602264404297,92.88169643061201,91.5119893127434,91.79982620602792,18140900.0,WMT,,,,,,,,,,,,,,,
2025-01-13,90.84699249267578,91.74027811438837,90.42020089410549,91.43259378953417,18617100.0,WMT,,,,,,,,,,,,,,,
2025-01-14,90.11251831054688,91.29364085388278,89.89415875741284,91.17453357786512,13549200.0,WMT,,,,,,,,,,,,,,,
2025-01-15,90.65840911865234,91.0455058704493,90.13236523763294,90.39042721467646,17348200.0,WMT,,,,,,,,,,,,,,,
2025-01-16,90.61870574951172,91.03556981539147,89.44751082218582,90.81721028398896,13267700.0,WMT,,,,,,,,,,,,,,,
2025-01-17,91.25393676757812,91.5715485920475,90.37057864413322,91.38296396823458,15868200.0,WMT,,,,,,,,,,,,,,,
2025-01-21,92.38542175292969,93.53676168208655,91.62116339384652,91.78990057767872,23247500.0,WMT,,,,,,,,,,,,,,,
2025-01-22,92.53430938720703,93.29856021881787,91.82960083242509,93.07027317576042,15567100.0,WMT,,,,,,,,,,,,,,,
2025-01-23,93.10997009277344,93.10997009277344,91.63109086727059,92.26631446369312,14198400.0,WMT,,,,,,,,,,,,,,,
2025-01-24,94.05288696289062,94.30102142058006,92.76258475392052,92.84198959777218,14973800.0,WMT,,,,,,,,,,,,,,,
2025-01-27,96.67318725585938,96.73273710314851,94.1124378079475,95.18438049392867,18880600.0,WMT,,,,,,,,,,,,,,,
2025-01-28,96.56401062011719,97.1099019070565,96.00819183415338,96.50446077089622,14641600.0,WMT,,,,,,,,,,,,,,,
2025-01-29,96.7724380493164,97.43743657544374,96.49452866958931,96.70296070438464,11261400.0,WMT,,,,,,,,,,,,,,,
2025-01-30,97.91386413574219,98.19177353270308,96.69303920199184,96.96102867224921,11012200.0,WMT,,,,,,,,,,,,,,,
2025-01-31,97.42752075195312,98.26124892624203,96.97094666893246,98.26124892624203,16391200.0,WMT,,,,,,,,,,,,,,,
2025-02-03,98.7972183227539,99.04535278481453,95.75012743154794,96.04788424254299,20484200.0,WMT,,,,,,,,,,,,,,,
2025-02-04,100.0180435180664,100.19670064772878,98.94610831255564,99.22401772037189,15201200.0,WMT,,,,,,,,,,,,,,,
2025-02-05,101.69541931152344,101.81452657036826,99.78974860477989,99.8989283656054,15926700.0,WMT,,,,,,,,,,,,,,,
2025-02-06,102.08251953125,102.2512491536039,101.17931399735447,101.76490771227553,13088500.0,WMT,,,,,,,,,,,,,,,
2025-02-07,100.39520263671875,102.34057586741585,100.3555002149744,102.23139610073456,12451100.0,WMT,,,,,,,,,,,,,,,
2025-02-10,102.1520004272461,102.16192792668903,100.49446392605448,101.18923743779249,15274600.0,WMT,,,,,,,,,,,,,,,
2025-02-11,101.70535278320312,102.08251443300423,101.08997660172085,101.85423497238817,11953600.0,WMT,,,,,,,,,,,,,,,
2025-02-12,102.83684539794922,103.1246822779769,101.2785613043254,101.35796614829083,15162100.0,WMT,,,,,,,,,,,,,,,
2025-02-13,104.26610565185547,104.45468269675816,102.75744385785629,103.22393786557363,12604400.0,WMT,,,,,,,,,,,,,,,
2025-02-14,103.26364135742188,104.5142411994089,102.82692226951399,104.5142411994089,14109500.0,WMT,,,,,,,,,,,,,,,
2025-02-18,103.00557708740234,103.21400912766411,101.74505734702039,102.9460272394598,18247300.0,WMT,,,,,,,,,,,,,,,
2025-02-19,103.22393798828125,103.42244253235046,101.78476111262214,103.07505579399786,18508000.0,WMT,,,,,,,,,,,,,,,
2025-02-20,96.48460388183594,99.37289267185365,95.9585600307926,98.04288800976896,55450900.0,WMT,,,,,,,,,,,,,,,
2025-02-21,94.07273864746094,96.12729174726597,93.41766758717826,95.80967992993979,35014800.0,WMT,,,,,,,,,,,,,,,
2025-02-24,92.97101593017578,93.93377882870415,91.43258685020157,93.47721233947203,29755900.0,WMT,,,,,,,,,,,,,,,
2025-02-25,96.96102905273438,97.17938860047855,93.53676878326677,93.64594855713885,29331200.0,WMT,,,,,,,,,,,,,,,
2025-02-26,95.48213195800781,97.99325891676696,95.35310477194967,96.97093863659919,19069700.0,WMT,,,,,,,,,,,,,,,
2025-02-27,96.06774139404297,97.30841373216349,95.09505094907277,95.18438329509821,16431500.0,WMT,,,,,,,,,,,,,,,
2025-02-28,97.87415313720703,98.12228758739315,96.44489628094703,97.06027244349508,25451300.0,WMT,,,,,,,,,,,,,,,
2025-03-03,96.86176300048828,98.74758638819543,96.10743970337556,97.24885972007694,18372200.0,WMT,,,,,,,,,,,,,,,
2025-03-04,94.26132202148438,96.32580259305651,93.75512559127537,95.04542784162368,25227700.0,WMT,,,,,,,,,,,,,,,
2025-03-05,95.26378631591797,95.67072289733974,94.04296142672693,94.26132096564426,17639000.0,WMT,,,,,,,,,,,,,,,
2025-03-06,93.93378448486328,95.47222122993604,93.47721796813933,94.09259418066105,19957800.0,WMT,,,,,,,,,,,,,,,
2025-03-07,91.03557586669922,93.24893110585042,90.08274040743905,93.23901117919098,35913200.0,WMT,,,,,,,,,,,,,,,
2025-03-10,87.1646728515625,89.55669268199769,85.9637029732289,89.09019868535927,35148800.0,WMT,,,,,,,,,,,,,,,
2025-03-11,86.78751373291016,88.68325712598842,86.48974934307276,86.63863153799146,28687600.0,WMT,,,,,,,,,,,,,,,
2025-03-12,84.56421661376953,88.43511550627542,84.24660482411308,87.22421819181571,33301600.0,WMT,,,,,,,,,,,,,,,
2025-03-13,83.86944580078125,84.81235370091741,83.2441497001874,84.30616486482542,31507800.0,WMT,,,,,,,,,,,,,,,
2025-03-14,84.71310424804688,84.73295924568818,83.43272950884545,84.32601509113283,35500600.0,WMT,,,,,,,,,,,,,,,
2025-03-17,86.80735778808594,87.33340162690689,84.34586820785533,84.49474282453092,26297800.0,WMT,,,,,,,,,,,,,,,
2025-03-18,84.9513168334961,87.02572502142476,84.86199205558842,86.78751804120759,17850900.0,WMT,,,,,,,,,,,,,,,
2025-03-19,85.68579864501953,86.14236516990103,84.9810976453679,85.30862939699244,24555900.0,WMT,,,,,,,,,,,,,,,
2025-03-20,85.16967010498047,86.43019740943068,84.88183322107028,85.16967010498047,18185500.0,WMT,,,,,,,,,,,,,,,
2025-03-21,85.57276153564453,85.82157741781076,84.37844074529174,84.87607250962421,26797200.0,WMT,,,,,,,,,,,,,,,
